,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species
Otu9312,0.999648776,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,uncultured bacterium,
Otu9313,0.736793133,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu9314,0.999964757,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,
Otu9315,0.99645851,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,
Otu9316,0.999805106,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu9317,0.999999995,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,
Otu9318,0.999912541,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu9319,0.890451928,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,
Otu9320,0.724849461,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured planctomycete,
Otu9321,0.902148666,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu9322,0.818168304,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured delta proteobacterium,,
Otu9323,0.992952719,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,
Otu9324,0.972885198,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured Chlamydia sp.,
Otu9325,0.906918499,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,uncultured Geobacter sp.,
Otu9326,0.99988295,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,uncultured bacterium
Otu9327,0.947571125,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,
Otu9328,0.999978128,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu9329,0.895690666,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,
Otu9330,0.801809353,Bacteria,Planctomycetes,OM190,uncultured bacterium,,,
Otu9331,0.707853859,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,
Otu9332,0.999847298,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
Otu9333,0.99551572,Bacteria,Armatimonadetes,uncultured,uncultured bacterium,,,
Otu9334,0.999822998,Bacteria,,,,,,
Otu9335,0.914973765,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Bacteriovorax sp. EPC3
Otu9336,0.999590704,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,,
Otu9337,0.999980876,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
Otu9338,0.882682468,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured planctomycete
Otu9339,0.927918244,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus,uncultured bacterium
Otu9340,0.812550282,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,uncultured bacterium,
Otu9341,0.999874031,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacterium sp.
Otu9342,0.976065734,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu9343,0.739876133,Bacteria,Proteobacteria,,,,,
Otu9344,0.999263366,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,
Otu9345,0.999962241,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu9346,0.993516099,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu9347,0.989818,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,uncultured bacterium
Otu9348,0.797547867,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu9349,0.996145784,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu9350,0.743083019,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured bacterium
Otu9351,0.999211574,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu9352,0.906516281,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
Otu9353,0.999997851,Bacteria,Rokubacteria,NC10,Rokubacteriales,,,
Otu9354,0.915423109,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,uncultured bacterium,
Otu9355,0.999318317,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured deep-sea bacterium
Otu9356,0.99509838,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,uncultured bacterium,,
Otu9357,0.767055632,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,
Otu9358,0.988589728,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured bacterium
Otu9359,0.999798541,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,,
Otu9360,1,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,
Otu9361,0.995310396,Bacteria,Patescibacteria,ABY1,Candidatus Kerfeldbacteria,uncultured bacterium,,
Otu9362,0.809237886,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
Otu9363,0.999999975,Bacteria,Patescibacteria,Berkelbacteria,uncultured bacterium,,,
Otu9364,0.999766013,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,uncultured bacterium
Otu9365,0.974868739,Bacteria,Cyanobacteria,Sericytochromatia,uncultured bacterium,,,
Otu9366,0.996569559,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
Otu9367,0.928991641,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,,
Otu9368,0.999131735,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu9369,0.99989804,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu9370,0.999997417,Bacteria,Elusimicrobia,Elusimicrobia,MVP-88,uncultured bacterium,,
Otu9371,0.999830598,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured soil bacterium,
Otu9372,0.999999889,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,,
Otu9373,0.998817154,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu9374,0.99985976,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured soil bacterium,,
Otu9375,0.90204245,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,uncultured compost bacterium,
Otu9376,0.911368399,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Actinopolymorpha,uncultured bacterium
Otu9377,0.995572486,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu9378,0.75201825,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
Otu9379,0.999999992,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,uncultured bacterium
Otu9380,0.966540306,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,uncultured organism,,
Otu9381,0.943829567,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu9382,0.810041456,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured soil bacterium,,
Otu9383,0.725368274,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,
Otu9384,0.813067827,Bacteria,Planctomycetes,Planctomycetacia,uncultured,uncultured bacterium,,
Otu9385,0.882425734,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
Otu9386,0.999995538,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu9387,0.716691129,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,uncultured Chloroflexi bacterium
Otu9388,0.999999989,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,
Otu9389,0.999998284,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu9390,0.880050825,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu9391,0.956792009,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,
Otu9392,0.949064415,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,uncultured bacterium,,
Otu9393,0.870143024,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter,uncultured bacterium
Otu9394,0.992548086,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,metagenome,
Otu9395,0.821680708,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu9396,0.963485225,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu9397,0.704316408,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
Otu9398,0.710160059,Bacteria,Latescibacteria,uncultured bacterium,,,,
Otu9399,0.734304467,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu9400,0.976927186,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,,
Otu9401,0.769662871,Bacteria,Elusimicrobia,Elusimicrobia,Lineage IV,uncultured Termite group 1 bacterium,,
Otu9402,0.98744378,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. BJC15-C18
Otu9403,0.999291655,Bacteria,,,,,,
Otu9404,0.701237758,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,,
Otu9405,0.861178906,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
Otu9406,0.998907897,Bacteria,Chloroflexi,,,,,
Otu9407,0.954695095,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,bacterium enrichment culture clone heteroB15_4W
Otu9408,0.996440113,Bacteria,Elusimicrobia,Lineage IIa,uncultured actinobacterium,,,
Otu9409,0.95341097,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,uncultured bacterium
Otu9410,0.823658558,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
Otu9411,0.999961488,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),11-24,,,
Otu9412,0.996403589,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,uncultured bacterium
Otu9413,0.973187508,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,
Otu9414,0.999994823,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu9415,0.993964433,Bacteria,,,,,,
Otu9416,0.971927905,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,uncultured,Ambiguous_taxa
Otu9417,0.999872952,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,endosymbiont of Naegleria clarki
Otu9418,0.999670447,Bacteria,,,,,,
Otu9419,0.750225186,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured planctomycete
Otu9420,0.801074759,Bacteria,BRC1,,,,,
Otu9421,0.714506551,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium,,
Otu9422,0.757128869,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Ambiguous_taxa
Otu9423,0.995848249,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured deep-sea bacterium
Otu9424,0.999956728,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,,
Otu9425,0.999937207,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,
Otu9426,0.999970384,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,,,
Otu9427,0.708051093,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,,,
Otu9428,0.832520093,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
Otu9429,0.999239987,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu9430,0.99990579,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Criblamydiaceae,Criblamydia,Criblamydia sequanensis
Otu9431,0.955657381,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured planctomycete
Otu9432,0.988125782,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu9433,0.999970203,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,,,
Otu9434,0.99917478,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,
Otu9435,0.704188956,Bacteria,Chloroflexi,TK10,uncultured bacterium,,,
Otu9436,0.715297465,Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora,uncultured low G+C Gram-positive bacterium clone OPB54
Otu9437,0.889714704,Bacteria,Chloroflexi,,,,,
Otu9438,0.999353704,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu9439,0.936930909,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
Otu9440,0.9975603,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,,
Otu9441,0.998255913,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu9442,0.99998853,Bacteria,Chloroflexi,P2-11E,uncultured bacterium,,,
Otu9443,0.890974262,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,
Otu9444,0.999999921,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured Cyclobacteriaceae bacterium
Otu9445,0.786161668,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu9446,0.803475472,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
Otu9447,0.867738777,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured Candidatus Dependentiae bacterium,
Otu9448,0.700816139,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
Otu9449,0.704815579,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu9450,0.794925552,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,
Otu9451,0.968766294,Bacteria,Armatimonadetes,uncultured,metagenome,,,
Otu9452,0.998654768,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Ambiguous_taxa
Otu9453,0.924383258,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
Otu9454,0.997943144,Bacteria,Tenericutes,Mollicutes,DMI,uncultured bacterium,,
Otu9455,0.999971954,Bacteria,Actinobacteria,MB-A2-108,,,,
Otu9456,0.9845514,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
Otu9457,0.99934906,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,
Otu9458,0.700381404,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,
Otu9459,0.96074337,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
Otu9460,0.994316653,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,,
Otu9461,0.965407552,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,
Otu9462,0.702222967,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
Otu9463,0.992921053,Bacteria,,,,,,
Otu9464,0.997940838,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu9465,0.7702737,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,uncultured bacterium
Otu9466,0.841484743,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,metagenome,
Otu9467,0.955757835,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1,metagenome
Otu9468,0.99149748,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu9469,0.967728199,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,uncultured bacterium
Otu9470,0.963603737,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
Otu9471,0.972397307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured bacterium,
Otu9472,0.947305454,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,,
Otu9473,0.929520801,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured actinobacterium
Otu9474,0.982832639,Bacteria,Chloroflexi,TK10,uncultured bacterium,,,
Otu9475,0.999999999,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,,
Otu9476,0.999999639,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,
Otu9477,0.999027111,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,uncultured bacterium,,
Otu9478,0.986011059,Bacteria,Planctomycetes,OM190,uncultured bacterium,,,
Otu9479,0.999684473,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
Otu9480,0.902529278,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,
Otu9481,0.999846466,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,,
Otu9482,0.969487354,Bacteria,Elusimicrobia,Lineage IIc,Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_39_36,,,
Otu9483,0.793496609,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
Otu9484,0.980427586,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu9485,0.708555112,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium,,
Otu9486,0.999945246,Bacteria,Planctomycetes,,,,,
Otu9487,0.948870114,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,uncultured bacterium,
Otu9488,0.999999633,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured Chloroflexi bacterium,,
Otu9489,0.705248352,Bacteria,Latescibacteria,unidentified bacterium wb1_H11,,,,
Otu9490,0.848720434,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Ambiguous_taxa,
Otu9491,0.872576958,Bacteria,Cyanobacteria,Sericytochromatia,uncultured bacterium,,,
Otu9492,0.977927799,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,uncultured Bradyrhizobiaceae bacterium
Otu9493,0.868837144,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,uncultured bacterium SJP-3,
Otu9494,0.999999918,Bacteria,,,,,,
Otu9495,0.86426129,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
Otu9496,0.921989327,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Stenotrophobacter,Ambiguous_taxa
Otu9497,0.999989886,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu9498,0.942524811,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
Otu9499,0.999930759,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
Otu9500,0.999999997,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Ancylothrix 8PC,Ambiguous_taxa
Otu9501,0.999999704,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,
Otu9502,0.999508846,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu9503,0.999406482,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,metagenome
Otu9504,0.703475394,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,uncultured,Ambiguous_taxa
Otu9505,0.977659511,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu9506,0.997814531,Bacteria,,,,,,
Otu9507,0.999894529,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
Otu9508,0.788321067,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,metagenome
Otu9509,0.993859007,Bacteria,Chloroflexi,TK10,uncultured bacterium,,,
Otu9510,0.816991995,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woykebacteria,uncultured Microgenomates group bacterium,,
Otu9511,0.999999999,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,
Otu9512,0.999400511,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,
Otu9513,0.946139196,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
Otu9514,0.99769874,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XVIII,uncultured,uncultured bacterium
Otu9515,0.999727529,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,uncultured bacterium,,
Otu9516,0.998340965,Bacteria,,,,,,
Otu9517,0.947785977,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,
Otu9518,0.994880007,Bacteria,FBP,uncultured bacterium,,,,
Otu9519,0.898327934,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium
